dateTime,nodeID,sensorID,gatewayID,rssi,loRaSNR,channel,rfChain,frequency,bandwidth,spreadingFactor,codeRate,dataRate,frameCounters,framePort,base64Data,base16Data,devAddr,deviceAddDecoded
2022-03-25 19:09:28.122516,472b544e0024002b,BME280,a84041ffff205984,-45,13.2,6,1,914700000,125,7,4/5,3,3,21,exTuQXuUeEQAAEBB,7b14ee417b94784400004041,AX70vg==,017ef4be
2022-03-25 19:09:30.509458,472b544e001b003c,SCD30,a84041ffff205984,-48,8.8,2,0,913900000,125,7,4/5,3,440,33,AAAPQ/xk+kHAUk5B,00000f43fc64fa41c0524e41,AFZMtg==,00564cb6
2022-03-25 19:09:45.007421,472b544e001b003c,IPS7100,a84041ffff205984,-48,13.2,7,1,914900000,125,7,4/5,3,442,15,6xoAAHUOAAByBAAA+QAAAGAAAAAFAAAAAAAAACGxvDsg0bY90TFVPjl81T71ENc/ynUSQMp1EkA=,eb1a0000750e000072040000f900000060000000050000000000000021b1bc3b20d1b63dd131553e397cd53ef510d73fca751240ca751240,AFZMtg==,00564cb6
2022-03-25 19:10:00.498857,472b544e001b003c,BME280,a84041ffff205984,-47,13.2,4,1,914300000,125,7,4/5,3,443,21,16PmQcN1eEQAAGBB,d7a3e641c375784400006041,AFZMtg==,00564cb6
2022-03-25 19:10:07.597735,47db558000420035,GPGGALR,a84041ffff205984,-53,11.5,2,0,913900000,125,7,4/5,3,4,5,JXUCmgh/QEC0koH8fzBYwLw/3qtWJtQ/ZmZmZmaGakA9CtejcNFzQClcj8L1KPA/5gcDGRMKBA==,2575029a087f4040b49281fc7f3058c0bc3fdeab5626d43f6666666666866a403d0ad7a370d17340295c8fc2f528f03fe6070319130a04,AXAAhg==,01700086
2022-03-25 19:10:42.339839,8cf9572000058551,BME280,a84041ffff205984,-49,10.5,2,0,913900000,125,7,4/5,3,8,21,XI/mQQqHeEQAAABB,5c8fe6410a87784400000041,ARdZ0w==,011759d3
2022-03-25 19:10:59.706940,47db558000390039,BME280,a84041ffff205984,-53,13,1,0,913700000,125,7,4/5,3,17,21,KVz1QSl8eEQAACBB,295cf541297c784400002041,AZHwlA==,0191f094
2022-03-25 19:11:03.812727,47cb55800041001c,BME280,a84041ffff205984,-53,13,1,0,913700000,125,7,4/5,3,9,21,rkfrQVyfeEQAAEBB,ae47eb415c9f784400004041,AQHQqQ==,0101d0a9
2022-03-25 19:11:16.360616,479b558000380033,PM,a84041ffff205984,-102,-0.2,2,0,913900000,125,8,4/5,2,1,2,BgA=,0600,ARhkOw==,0118643b
2022-03-25 19:11:23.520401,475a5fe300200021,BME280,a84041ffff205984,-55,9.8,2,0,913900000,125,7,4/5,3,3,21,j8LrQfaIeEQAAIhB,8fc2eb41f688784400008841,AcPceQ==,01c3dc79
2022-03-25 19:11:28.587949,472b544e001b003c,SCD30,a84041ffff205984,-48,14,0,0,913500000,125,7,4/5,3,453,33,AAARQ3y8+kGAkU9B,000011437cbcfa4180914f41,AFZMtg==,00564cb6
2022-03-25 19:11:35.597999,475a5fe300200021,INA219Duo,a84041ffff205984,-57,13.8,0,0,913500000,125,7,4/5,3,4,3,AAC0wcuhZUDNTGjDAABRRAAABkLHS7dAM3OnQwCA70Q=,0000b4c1cba16540cd4c68c30000514400000642c74bb7403373a7430080ef44,AcPceQ==,01c3dc79
2022-03-25 19:11:47.537418,475a5fe3002f001b,BME280,a84041ffff205984,-49,13.5,6,1,914700000,125,7,4/5,3,2,21,H4XtQRRueEQAABBB,1f85ed41146e784400001041,AOic6Q==,00e89ce9
2022-03-25 19:11:51.124888,475a5fe300480023,INA219Duo,a84041ffff205984,-98,7.5,5,1,914500000,125,7,4/5,3,11,3,j8Kdwfp+akDNzEjDAIA4RAAAAUJCYLVAZmahQwCA5EQ=,8fc29dc1fa7e6a40cdcc48c300803844000001424260b5406666a1430080e444,AEOdzQ==,00439dcd
2022-03-25 19:11:55.649290,472b544e001b003c,BME280,a84041ffff205984,-47,13,5,1,914500000,125,7,4/5,3,456,21,4XroQbhueEQAAGBB,e17ae841b86e784400006041,AFZMtg==,00564cb6
2022-03-25 19:12:08.212741,475a5fe300480023,GPGGALR,a84041ffff205984,-54,13.5,1,0,913700000,125,7,4/5,3,12,5,4Q4qKgh/QECsqQGKfjBYwGalSSno9sI/zczMzMzcakD2KFyPwhl2QD0K16NwPfI/5gcDGRMMBQ==,e10e2a2a087f4040aca9018a7e3058c066a54929e8f6c23fcdccccccccdc6a40f6285c8fc21976403d0ad7a3703df23fe6070319130c05,AEOdzQ==,00439dcd
2022-03-25 19:12:12.770870,472b544e001b003c,IPS7100,a84041ffff205984,-48,13.5,0,0,913500000,125,7,4/5,3,458,15,uQwAADEHAABNAwAAzwAAADEAAAAEAAAAAAAAAEJlMjvDVzU9hL8HPn/MnD5FOXM/cVC5P3FQuT8=,b90c0000310700004d030000cf0000003100000004000000000000004265323bc357353d84bf073e7fcc9c3e4539733f7150b93f7150b93f,AFZMtg==,00564cb6
2022-03-25 19:12:46.257475,472b544e001b003c,IPS7100,a84041ffff205984,-48,13.5,1,0,913700000,125,7,4/5,3,462,15,YgQAAIoDAADNAwAAywAAACwAAAAAAAAAAAAAAOT0dTpfLa88cBf8PT4Llj5NFF8/TRRfP00UXz8=,620400008a030000cd030000cb0000002c0000000000000000000000e4f4753a5f2daf3c7017fc3d3e0b963e4d145f3f4d145f3f4d145f3f,AFZMtg==,00564cb6
2022-03-25 19:12:53.158389,472b544e001b003c,BME280,a84041ffff205984,-48,13.5,3,0,914100000,125,7,4/5,3,463,21,ZmbqQSlseEQAAFBB,6666ea41296c784400005041,AFZMtg==,00564cb6
2022-03-25 19:13:02.179792,472b544e00230033,PM,a84041ffff205984,-59,14,7,1,914900000,125,8,4/5,2,2,2,BgA=,0600,ATNepw==,01335ea7
2022-03-25 19:13:11.397233,47db5580001e0039,IPS7100,a84041ffff205984,-58,12.5,3,0,914100000,125,7,4/5,3,4,15,gj4AAC8fAACDAwAANwAAAAoAAAAAAAAAAAAAAB4RWzxCIUY+KyaTPojWqj7oyO8+6MjvPujI7z4=,823e00002f1f000083030000370000000a00000000000000000000001e115b3c4221463e2b26933e88d6aa3ee8c8ef3ee8c8ef3ee8c8ef3e,AXectQ==,01779cb5
2022-03-25 19:13:15.670803,475a5fe300320019,IPS7100,a84041ffff205984,-48,14.2,4,1,914300000,125,7,4/5,3,7,15,JRcAAH0NAADhAgAAQAAAAA8AAAAAAAAAAAAAAFQ7ojubt6k9y7YjPoPbWj7j69c+4+vXPuPr1z4=,251700007d0d0000e1020000400000000f0000000000000000000000543ba23b9bb7a93dcbb6233e83db5a3ee3ebd73ee3ebd73ee3ebd73e,AUO2Tg==,0143b64e
2022-03-25 19:13:29.476110,475a5fe30035001a,GPGGALR,a84041ffff205984,-52,12,2,0,913900000,125,7,4/5,3,8,5,saSGfRV/QEDK3FGjfTBYwGalSSno9sI/mpmZmZmZZUApXI/C9UB2QMP1KFyPwhhA5gcDGRMNGg==,b1a4867d157f4040cadc51a37d3058c066a54929e8f6c23f9a99999999996540295c8fc2f5407640c3f5285c8fc21840e6070319130d1a,AL28ug==,00bdbcba
2022-03-25 19:13:30.150410,472b544e001b003c,BME280,a84041ffff205984,-48,13.5,3,0,914100000,125,7,4/5,3,467,21,uB7pQT1qeEQAAGBB,b81ee9413d6a784400006041,AFZMtg==,00564cb6
2022-03-25 19:13:51.632068,472b544e001b003c,MGS001,a84041ffff205984,-48,9,2,0,913900000,125,7,4/5,3,470,31,YHFEP2TKMj+aThRErt7NQwAAAAClBTJEmwcTPof7kEA=,6071443f64ca323f9a4e1444aedecd4300000000a50532449b07133e87fb9040,AFZMtg==,00564cb6
2022-03-25 19:13:55.428434,472b544e00230033,GPGGALR,a84041ffff205984,-59,13.8,5,1,914500000,125,7,4/5,3,6,5,3sg88gd/QED2m7RpfzBYwGalSSno9tI/AAAAAADQakDhehSuRx11QFyPwvUoXPM/5gcDGRMNNA==,dec83cf2077f4040f69bb4697f3058c066a54929e8f6d23f0000000000d06a40e17a14ae471d75405c8fc2f5285cf33fe6070319130d34,ATNepw==,01335ea7
2022-03-25 19:13:56.753796,475a5fe300320019,GPGGALR,a84041ffff205984,-50,14.2,3,0,914100000,125,7,4/5,3,10,5,HXXKXAZ/QECI9NvXgTBYwGalSSno9pI/MzMzMzODakDhehSuR2E/QK5H4XoUru8/5gcDGRMNNg==,1d75ca5c067f404088f4dbd7813058c066a54929e8f6923f3333333333836a40e17a14ae47613f40ae47e17a14aeef3fe6070319130d36,AUO2Tg==,0143b64e
2022-03-25 19:14:12.439592,472b544e0024004b,BME280,a84041ffff205984,-45,13.5,4,1,914300000,125,7,4/5,3,4,21,XI8Nw8N1/kMAAIBB,5c8f0dc3c375fe4300008041,ASCohw==,0120a887
2022-03-25 19:14:15.583321,479b558000380033,IPS7100,a84041ffff205984,-45,13.8,6,1,914700000,125,7,4/5,3,14,15,yDsAAOMbAACPBgAAxwAAADoAAAAAAAAAAAAAAEyEUTyRCTI+zM+yPlMIBD9YiqM/WIqjP1iKoz8=,c83b0000e31b00008f060000c70000003a00000000000000000000004c84513c9109323ecccfb23e5308043f588aa33f588aa33f588aa33f,ARhkOw==,0118643b
2022-03-25 19:15:12.798874,8cf9572000059e7e,IPS7100,a84041ffff205984,-52,11.5,2,0,913900000,125,7,4/5,3,7,15,QBAAABYLAACcAgAAQgAAAAgAAAACAAAAAAAAAEjPYzvdQYo9cqEMPsMxRT4g6Jg+ZDADP2QwAz8=,40100000160b00009c0200004200000008000000020000000000000048cf633bdd418a3d72a10c3ec331453e20e8983e6430033f6430033f,AV4gCA==,015e2008
2022-03-25 19:15:23.730441,8cf9572000059fd7,IPS7100,a84041ffff205984,-57,11.2,2,0,913900000,125,7,4/5,3,5,15,fWAAAJosAAAMBQAAnQAAABoAAAAAAAAAAAAAAHYUqTxFdo4+z5HTPiFsCz9/+WM/f/ljP3/5Yz8=,7d6000009a2c00000c0500009d0000001a00000000000000000000007614a93c45768e3ecf91d33e216c0b3f7ff9633f7ff9633f7ff9633f,AdAGtg==,01d006b6
2022-03-25 19:15:25.298737,472b544e001b003c,BME280,a84041ffff205984,-48,13.5,3,0,914100000,125,7,4/5,3,480,21,UrjmQYVreEQAAIBB,52b8e641856b784400008041,AFZMtg==,00564cb6
2022-03-25 19:15:32.417128,475a5fe30033001a,BME280,a84041ffff205984,-71,10.5,5,1,914500000,125,7,4/5,3,6,21,KVznQddzeEQAAHBB,295ce741d773784400007041,ANpJvQ==,00da49bd
2022-03-25 19:15:34.621844,475a5fe300320019,BME280,a84041ffff205984,-53,11.2,2,0,913900000,125,7,4/5,3,12,21,UrjgQT1aeEQAAGBB,52b8e0413d5a784400006041,AUO2Tg==,0143b64e
2022-03-25 19:15:35.637892,8cf9572000059fd7,BME280,a84041ffff205984,-104,-7.8,0,0,913500000,125,7,4/5,3,6,21,mpnpQa53eEQAAGBB,9a99e941ae77784400006041,AdAGtg==,01d006b6
2022-03-25 19:15:36.741071,475a5fe300200021,BME280,a84041ffff205984,-55,11.5,2,0,913900000,125,7,4/5,3,6,21,rkfjQWaGeEQAAJhB,ae47e3416686784400009841,Af10DQ==,01fd740d
