dateTime,Temperature,Pressure,Humidity
2022-03-25 19:11:23.520401,29.469999313354492,994.1400146484375,17.0
2022-03-25 19:15:36.741071,28.40999984741211,994.0999755859375,19.0
2022-03-25 19:22:42.179400,29.040000915527344,993.8800048828125,16.0
2022-03-25 19:26:42.393255,29.079999923706055,993.8400268554688,16.0
2022-03-25 19:37:16.046721,28.200000762939453,993.7899780273438,17.0
2022-03-25 19:44:48.484116,28.260000228881836,993.6500244140625,17.0
2022-03-25 19:51:06.922754,28.8700008392334,993.5999755859375,16.0
2022-03-25 19:54:53.138657,29.25,993.5900268554688,17.0
2022-03-25 19:59:14.362979,29.1200008392334,993.6400146484375,18.0
2022-03-25 20:01:46.579597,29.5,993.6199951171875,16.0
2022-03-25 20:05:08.797069,29.43000030517578,993.5399780273438,16.0
2022-03-25 20:09:25.010014,29.610000610351562,993.4400024414062,16.0
2022-03-25 20:12:20.226694,29.049999237060547,993.3499755859375,16.0
2022-03-25 20:23:23.896232,28.540000915527344,993.1799926757812,16.0
2022-03-25 20:30:27.360557,28.829999923706055,993.1199951171875,16.0
2022-03-25 20:34:11.605627,28.889999389648438,993.030029296875,16.0
2022-03-25 20:40:39.075324,29.93000030517578,992.8599853515625,16.0
