dateTime,nodeID,sensorID,gatewayID,rssi,loRaSNR,channel,rfChain,frequency,bandwidth,spreadingFactor,codeRate,dataRate,frameCounters,framePort,base64Data,base16Data,devAddr,deviceAddDecoded
2022-03-25 19:09:50.497734,47db558000420035,INA219Duo,a84041ffff206214,-49,13.8,0,0,913500000,125,7,4/5,3,3,3,9iiowZhuckAzs0PDAAA6RFK4BUICK7dAmlmnQwCA70Q=,f628a8c1986e724033b343c300003a4452b80542022bb7409a59a7430080ef44,AXAAhg==,01700086
2022-03-25 19:10:07.517530,472b544e001b003c,SCD30,a84041ffff206214,-50,13.2,6,1,914700000,125,7,4/5,3,444,33,AAAOQyDy+UHAr0tB,00000e4320f2f941c0af4b41,AFZMtg==,00564cb6
2022-03-25 19:10:13.272712,8cf9572000059fd7,IPS7100,a84041ffff206214,-47,12.8,5,1,914500000,125,7,4/5,3,8,15,tQkAABEGAABqAQAAKgAAAAwAAAACAAAAAAAAAMUcCDu2EBg9N4iZPeO24j0ib4k+48gGP+PIBj8=,b5090000110600006a0100002a0000000c0000000200000000000000c51c083bb610183d3788993de3b6e23d226f893ee3c8063fe3c8063f,AIIdnw==,00821d9f
2022-03-25 19:10:28.866563,475a5fe3002c0020,IPS7100,a84041ffff206214,-59,13,3,0,914100000,125,7,4/5,3,6,15,cTEAAJgZAADZBAAA3AAAAEIAAAAGAAAAAAAAANVGLTwsNSI+R4STPjmr8T6FG6s/4doCQOHaAkA=,7131000098190000d9040000dc000000420000000600000000000000d5462d3c2c35223e4784933e39abf13e851bab3fe1da0240e1da0240,AChurg==,00286eae
2022-03-25 19:10:29.513493,472b544e00270032,IPS7100,a84041ffff206214,-66,11.8,3,0,914100000,125,7,4/5,3,11,15,FV0AAEsrAAAAAwAAOQAAAAMAAAAAAAAAAAAAALscozwAOIo+XlCzPtDJyz4rleQ+CKjzPgio8z4=,155d00004b2b00000003000039000000030000000000000000000000bb1ca33c00388a3e5e50b33ed0c9cb3e2b95e43e08a8f33e08a8f33e,ABgPgg==,00180f82
2022-03-25 19:10:30.449270,8cf9572000058551,IPS7100,a84041ffff206214,-46,13.8,4,1,914300000,125,7,4/5,3,7,15,MScAAF0hAAAYBgAAAAEAADUAAAAGAAAAAAAAALJaCTzZ6E0+XWC6Pr8DFD8aGKQ/3br1P9269T8=,312700005d2100001806000000010000350000000600000000000000b25a093cd9e84d3e5d60ba3ebf03143f1a18a43fddbaf53fddbaf53f,ARdZ0w==,011759d3
2022-03-25 19:10:40.784112,475a5fe3002c0020,BME280,a84041ffff206214,-56,13.5,6,1,914700000,125,7,4/5,3,7,21,Zmb0QT2KeEQAAHBB,6666f4413d8a784400007041,AChurg==,00286eae
2022-03-25 19:10:40.785190,475a5fe3002c0020,BME280,a84041ffff206214,-96,5.2,1,0,913700000,125,7,4/5,3,7,21,Zmb0QT2KeEQAAHBB,6666f4413d8a784400007041,AChurg==,00286eae
2022-03-25 19:10:41.420903,472b544e00270032,BME280,a84041ffff206214,-101,4.8,1,0,913700000,125,7,4/5,3,12,21,KVz9QXFteEQAACBB,295cfd41716d784400002041,ABgPgg==,00180f82
2022-03-25 19:10:47.801520,47db558000390039,IPS7100,a84041ffff206214,-99,-6.8,5,1,914500000,125,7,4/5,3,16,15,fRkAADIMAABFBAAAiQAAACUAAAAAAAAAAAAAAE6rsjtNaps9V5pCPoHrmz59DEo/fQxKP30MSj8=,7d190000320c000045040000890000002500000000000000000000004eabb23b4d6a9b3d579a423e81eb9b3e7d0c4a3f7d0c4a3f7d0c4a3f,AZHwlA==,0191f094
2022-03-25 19:10:51.577931,472b544e001b003c,SCD30,a84041ffff206214,-47,13.2,0,0,913500000,125,7,4/5,3,449,33,AAASQ3he+UHAtk5B,00001243785ef941c0b64e41,AFZMtg==,00564cb6
2022-03-25 19:10:59.296630,472b544e001b003c,MGS001,a84041ffff206214,-45,13.5,7,1,914900000,125,7,4/5,3,450,31,3gdDP2TKMj+aThRErt7NQwAAAACd7y5EmwcTPo1MkEA=,de07433f64ca323f9a4e1444aedecd43000000009def2e449b07133e8d4c9040,AFZMtg==,00564cb6
