dateTime,Temperature,Pressure,Humidity
2022-03-25 19:13:26.259204,28.809999465942383,994.0399780273438,16.0
2022-03-25 19:15:33.298415,28.959999084472656,994.0599975585938,18.0
2022-03-25 19:24:46.726914,29.049999237060547,993.8499755859375,16.0
2022-03-25 19:26:53.793944,29.329999923706055,993.8099975585938,16.0
2022-03-25 19:58:24.121693,30.489999771118164,993.5999755859375,16.0
2022-03-25 20:00:31.184647,30.729999542236328,993.5900268554688,17.0
2022-03-25 20:17:54.060002,29.889999389648438,993.2999877929688,15.0
2022-03-25 20:20:01.114780,30.06999969482422,993.22998046875,16.0
2022-03-25 20:29:19.545892,29.329999923706055,993.02001953125,16.0
2022-03-25 20:31:26.604647,29.139999389648438,993.0599975585938,15.0
2022-03-25 20:39:38.052824,29.329999923706055,992.8499755859375,16.0
2022-03-25 20:39:38.054898,29.329999923706055,992.8499755859375,16.0
2022-03-25 20:41:45.101396,29.729999542236328,992.8200073242188,17.0
