dateTime,temperature,pressure,humidity,altitude
2022-03-25 19:09:29.037627,27.96,98944.00,13.00,200.11
2022-03-25 19:09:39.067137,27.95,98941.00,13.00,200.37
2022-03-25 19:09:49.081570,27.96,98940.00,13.00,200.45
2022-03-25 19:09:59.095867,27.97,98950.00,13.00,199.60
2022-03-25 19:10:09.125434,28.02,98947.00,14.00,199.86
2022-03-25 19:10:19.139747,28.03,98947.00,14.00,199.86
2022-03-25 19:10:29.154205,28.05,98948.00,13.00,199.78
2022-03-25 19:10:39.183424,28.04,98946.00,13.00,199.94
2022-03-25 19:10:49.197527,28.03,98943.00,13.00,200.20
2022-03-25 19:10:59.226980,28.05,98943.00,13.00,200.20
2022-03-25 19:11:09.241143,28.07,98944.00,13.00,200.11
2022-03-25 19:11:19.254941,28.09,98946.00,13.00,199.94
2022-03-25 19:11:29.284767,28.12,98945.00,13.00,200.03
2022-03-25 19:11:39.298799,28.15,98946.00,13.00,199.94
2022-03-25 19:11:49.313188,28.17,98947.00,14.00,199.86
2022-03-25 19:11:59.327338,28.20,98939.00,13.00,200.54
2022-03-25 19:12:09.356389,28.22,98941.00,13.00,200.37
2022-03-25 19:12:19.370234,28.24,98938.00,14.00,200.62
2022-03-25 19:12:29.399658,28.26,98939.00,14.00,200.54
2022-03-25 19:12:39.413693,28.29,98940.00,14.00,200.45
2022-03-25 19:12:49.427853,28.30,98940.00,14.00,200.45
2022-03-25 19:12:59.457557,28.30,98942.00,13.00,200.28
2022-03-25 19:13:09.471809,28.27,98941.00,13.00,200.37
2022-03-25 19:13:19.486135,28.31,98942.00,15.00,200.28
2022-03-25 19:13:29.515945,28.31,98939.00,14.00,200.54
2022-03-25 19:13:39.530514,28.32,98942.00,13.00,200.28
2022-03-25 19:13:49.544787,28.33,98940.00,13.00,200.45
2022-03-25 19:13:59.574553,28.34,98938.00,13.00,200.62
2022-03-25 19:14:09.588531,28.31,98940.00,13.00,200.45
2022-03-25 19:14:19.618051,28.30,98939.00,13.00,200.54
2022-03-25 19:14:29.632180,28.30,98939.00,13.00,200.54
2022-03-25 19:14:39.646759,28.24,98933.00,13.00,201.05
2022-03-25 19:14:49.676269,28.22,98934.00,14.00,200.96
2022-03-25 19:14:59.690466,28.21,98939.00,13.00,200.54
2022-03-25 19:15:09.704448,28.20,98935.00,13.00,200.88
2022-03-25 19:15:19.733935,28.19,98937.00,13.00,200.71
2022-03-25 19:15:29.748033,28.19,98935.00,13.00,200.88
2022-03-25 19:15:39.762213,28.21,98936.00,14.00,200.79
2022-03-25 19:15:49.791977,28.25,98934.00,14.00,200.96
2022-03-25 19:15:59.806484,28.32,98932.00,14.00,201.13
2022-03-25 19:16:09.820092,28.37,98940.00,14.00,200.45
2022-03-25 19:16:19.849828,28.40,98936.00,14.00,200.79
2022-03-25 19:16:29.863766,28.42,98939.00,14.00,200.54
2022-03-25 19:16:39.878068,28.43,98937.00,14.00,200.71
2022-03-25 19:16:49.907775,28.37,98935.00,13.00,200.88
2022-03-25 19:16:59.921944,28.33,98937.00,13.00,200.71
2022-03-25 19:17:09.951416,28.32,98937.00,13.00,200.71
2022-03-25 19:17:19.965672,28.33,98938.00,13.00,200.62
2022-03-25 19:17:29.980036,28.35,98934.00,14.00,200.96
2022-03-25 19:17:40.009773,28.39,98936.00,14.00,200.79
2022-03-25 19:17:50.024166,28.41,98936.00,14.00,200.79
2022-03-25 19:18:00.038293,28.43,98935.00,14.00,200.88
2022-03-25 19:18:10.067413,28.45,98933.00,14.00,201.05
2022-03-25 19:18:20.081707,28.48,98933.00,14.00,201.05
2022-03-25 19:18:30.095797,28.52,98933.00,14.00,201.05
2022-03-25 19:18:40.125534,28.56,98932.00,14.00,201.13
2022-03-25 19:18:50.139903,28.59,98932.00,14.00,201.13
2022-03-25 19:19:00.154322,28.62,98933.00,14.00,201.05
2022-03-25 19:19:10.183883,28.67,98931.00,14.00,201.22
2022-03-25 19:19:20.198159,28.71,98935.00,14.00,200.88
2022-03-25 19:19:30.212512,28.70,98935.00,14.00,200.88
2022-03-25 19:19:40.242464,28.68,98933.00,13.00,201.05
2022-03-25 19:19:50.256636,28.67,98933.00,13.00,201.05
2022-03-25 19:20:00.271386,28.65,98932.00,13.00,201.13
2022-03-25 19:20:10.299932,28.58,98929.00,13.00,201.39
2022-03-25 19:20:20.313709,28.56,98931.00,13.00,201.22
2022-03-25 19:20:30.327900,28.55,98928.00,13.00,201.47
2022-03-25 19:20:40.357500,28.57,98930.00,13.00,201.30
2022-03-25 19:20:50.371706,28.58,98930.00,13.00,201.30
2022-03-25 19:21:00.386149,28.59,98930.00,14.00,201.30
2022-03-25 19:21:10.415602,28.62,98928.00,14.00,201.47
2022-03-25 19:21:20.429962,28.58,98926.00,13.00,201.64
2022-03-25 19:21:30.459643,28.57,98931.00,13.00,201.22
2022-03-25 19:21:40.473672,28.59,98927.00,13.00,201.56
2022-03-25 19:21:50.488128,28.61,98928.00,14.00,201.47
2022-03-25 19:22:00.517782,28.66,98928.00,14.00,201.47
2022-03-25 19:22:10.531720,28.72,98928.00,14.00,201.47
2022-03-25 19:22:20.545878,28.76,98926.00,14.00,201.64
2022-03-25 19:22:30.575520,28.80,98922.00,14.00,201.98
2022-03-25 19:22:40.590045,28.83,98926.00,13.00,201.64
2022-03-25 19:22:50.604190,28.86,98923.00,13.00,201.90
2022-03-25 19:23:00.634143,28.89,98926.00,13.00,201.64
2022-03-25 19:23:10.648266,28.89,98930.00,13.00,201.30
2022-03-25 19:23:20.677861,28.92,98921.00,13.00,202.07
2022-03-25 19:23:30.692137,28.95,98926.00,13.00,201.64
2022-03-25 19:23:40.706323,28.98,98925.00,13.00,201.73
2022-03-25 19:23:50.735869,29.01,98925.00,13.00,201.73
2022-03-25 19:24:00.750263,29.05,98928.00,13.00,201.47
2022-03-25 19:24:10.763725,29.07,98926.00,13.00,201.64
2022-03-25 19:24:20.792786,29.11,98927.00,13.00,201.56
2022-03-25 19:24:30.807073,29.12,98924.00,13.00,201.81
2022-03-25 19:24:40.821652,29.08,98925.00,13.00,201.73
2022-03-25 19:24:50.851368,29.05,98922.00,13.00,201.98
2022-03-25 19:25:00.865766,29.05,98922.00,13.00,201.98
2022-03-25 19:25:10.880245,29.01,98922.00,13.00,201.98
2022-03-25 19:25:20.909848,29.03,98925.00,13.00,201.73
2022-03-25 19:25:30.924101,29.02,98924.00,13.00,201.81
2022-03-25 19:25:40.938171,29.02,98919.00,13.00,202.24
2022-03-25 19:25:50.967872,29.03,98924.00,14.00,201.81
2022-03-25 19:26:00.982290,29.08,98925.00,14.00,201.73
2022-03-25 19:26:10.996131,29.11,98924.00,13.00,201.81
2022-03-25 19:26:21.025847,29.14,98923.00,13.00,201.90
2022-03-25 19:26:31.040166,29.17,98923.00,13.00,201.90
2022-03-25 19:26:41.054969,29.18,98924.00,13.00,201.81
2022-03-25 19:26:51.084376,29.20,98921.00,13.00,202.07
2022-03-25 19:27:01.098763,29.20,98921.00,13.00,202.07
2022-03-25 19:27:11.128328,29.18,98922.00,13.00,201.98
2022-03-25 19:27:21.142677,29.14,98926.00,13.00,201.64
2022-03-25 19:27:31.156873,29.02,98914.00,12.00,202.66
2022-03-25 19:27:41.186695,29.00,98921.00,13.00,202.07
2022-03-25 19:27:51.201259,28.98,98921.00,12.00,202.07
2022-03-25 19:28:01.215650,28.96,98918.00,12.00,202.32
2022-03-25 19:28:11.244939,28.93,98919.00,13.00,202.24
2022-03-25 19:28:21.259395,28.92,98918.00,13.00,202.32
2022-03-25 19:28:31.273856,28.91,98919.00,13.00,202.24
2022-03-25 19:28:41.302845,28.89,98915.00,13.00,202.58
2022-03-25 19:28:51.317690,28.93,98915.00,13.00,202.58
