dateTime,temperature,pressure,humidity,gas
2022-03-25 19:09:36.298504,26.79,100.04,11.59,8914.66
2022-03-25 19:09:46.347059,26.79,100.04,11.55,9049.62
2022-03-25 19:09:56.380226,26.72,100.04,11.54,9064.87
2022-03-25 19:10:06.413395,26.69,100.04,11.59,9095.52
2022-03-25 19:10:16.446496,26.79,100.03,11.63,9149.66
2022-03-25 19:10:26.479628,26.90,100.03,11.64,9212.33
2022-03-25 19:10:36.512846,26.82,100.04,11.59,9236.05
2022-03-25 19:10:46.561219,26.78,100.04,11.51,9340.28
2022-03-25 19:10:56.594454,26.84,100.04,11.50,9380.99
2022-03-25 19:11:06.627678,26.94,100.03,11.46,9463.50
2022-03-25 19:11:16.660917,26.96,100.03,11.42,9607.14
2022-03-25 19:11:26.693964,27.09,100.03,11.38,9693.69
2022-03-25 19:11:36.742343,27.13,100.03,11.43,9684.97
2022-03-25 19:11:46.775527,27.23,100.03,11.44,9702.43
2022-03-25 19:11:56.808609,27.27,100.03,11.47,9581.48
2022-03-25 19:12:06.841823,27.33,100.03,11.50,9624.33
2022-03-25 19:12:16.874882,27.32,100.03,11.65,9522.12
2022-03-25 19:12:26.908052,27.19,100.03,11.47,9658.89
2022-03-25 19:12:36.956770,27.05,100.03,11.47,9728.75
2022-03-25 19:12:46.989745,27.04,100.03,11.86,9693.69
2022-03-25 19:12:57.023029,27.04,100.03,12.08,9658.89
2022-03-25 19:13:07.056128,27.04,100.03,11.91,9684.97
2022-03-25 19:13:17.089310,27.03,100.03,11.78,9624.33
2022-03-25 19:13:27.122420,27.06,100.03,11.62,9667.57
2022-03-25 19:13:37.170768,27.17,100.03,11.72,9737.56
2022-03-25 19:13:47.203832,27.23,100.03,12.00,9615.73
2022-03-25 19:13:57.236921,27.21,100.03,12.27,9564.44
2022-03-25 19:14:07.270048,27.21,100.03,11.80,9658.89
2022-03-25 19:14:17.303198,27.09,100.03,11.50,9658.89
2022-03-25 19:14:27.336312,27.07,100.03,11.52,9624.33
2022-03-25 19:14:37.384946,27.10,100.03,11.79,9667.57
2022-03-25 19:14:47.418099,27.21,100.03,12.45,9446.88
2022-03-25 19:14:57.451159,27.29,100.03,12.73,9228.13
2022-03-25 19:15:07.484260,27.17,100.03,12.59,9026.85
2022-03-25 19:15:17.517571,27.17,100.03,12.44,8966.67
2022-03-25 19:15:27.566017,27.30,100.03,12.19,8922.06
2022-03-25 19:15:37.599495,27.45,100.03,12.04,8798.04
2022-03-25 19:15:47.632439,27.46,100.03,11.85,8769.36
2022-03-25 19:15:57.665687,27.50,100.03,11.77,8705.50
2022-03-25 19:16:07.698760,27.49,100.03,11.75,8705.50
2022-03-25 19:16:17.731948,27.56,100.03,11.86,8663.45
2022-03-25 19:16:27.780278,27.64,100.03,11.89,8691.44
2022-03-25 19:16:37.813538,27.77,100.03,11.73,8726.68
2022-03-25 19:16:47.846593,27.89,100.03,11.54,8762.21
2022-03-25 19:16:57.879857,27.65,100.03,11.43,8826.91
2022-03-25 19:17:07.913048,27.60,100.03,11.46,8834.15
2022-03-25 19:17:17.961538,27.70,100.03,11.50,8812.45
2022-03-25 19:17:27.994990,27.77,100.03,11.59,8819.67
2022-03-25 19:17:38.028011,27.86,100.02,11.62,8769.36
2022-03-25 19:17:48.061347,27.90,100.03,11.76,8712.55
2022-03-25 19:17:58.094427,27.74,100.03,12.00,8649.52
2022-03-25 19:18:08.127506,27.72,100.03,12.29,8328.17
2022-03-25 19:18:18.176059,27.68,100.03,12.20,8315.30
2022-03-25 19:18:28.209073,27.65,100.02,12.23,8302.47
2022-03-25 19:18:38.242096,27.69,100.02,12.80,7964.47
2022-03-25 19:18:48.275253,27.71,100.03,12.53,7982.20
2022-03-25 19:18:58.308493,27.71,100.03,12.36,7952.70
2022-03-25 19:19:08.341720,27.68,100.02,12.65,7797.10
2022-03-25 19:19:18.390273,27.70,100.03,12.95,7658.36
2022-03-25 19:19:28.423353,27.60,100.01,13.09,7588.15
2022-03-25 19:19:38.456488,27.55,100.01,13.35,7415.58
2022-03-25 19:19:48.489635,27.43,100.02,13.10,7400.27
2022-03-25 19:19:58.522771,27.41,100.01,12.96,7477.42
2022-03-25 19:20:08.571149,27.57,100.02,12.86,7493.04
2022-03-25 19:20:18.604393,27.64,100.03,12.51,7529.74
2022-03-25 19:20:28.637526,27.55,100.02,11.99,7702.22
