dateTime,temperature,pressure,humidity,gas
2022-03-25 19:09:34.904795,27.55,99.10,16.21,8220.86
2022-03-25 19:09:44.935801,27.49,99.10,15.85,8127.37
2022-03-25 19:09:54.952047,27.51,99.10,16.02,7923.13
2022-03-25 19:10:04.983120,27.48,99.10,16.19,7602.84
2022-03-25 19:10:15.014055,27.48,99.10,16.04,7684.59
2022-03-25 19:10:25.030158,27.55,99.10,15.67,7819.11
2022-03-25 19:10:35.061135,27.36,99.10,15.47,8066.21
2022-03-25 19:10:45.092207,27.17,99.09,14.97,8368.46
2022-03-25 19:10:55.123622,27.07,99.09,14.80,8715.45
2022-03-25 19:11:05.139819,27.05,99.09,14.76,8815.79
2022-03-25 19:11:15.170923,26.93,99.09,14.48,9084.75
2022-03-25 19:11:25.202044,26.99,99.09,14.86,9201.72
2022-03-25 19:11:35.218192,27.00,99.09,15.05,9031.17
2022-03-25 19:11:45.249152,27.01,99.10,14.94,9131.17
2022-03-25 19:11:55.280379,26.98,99.09,15.00,9038.79
2022-03-25 19:12:05.311441,26.94,99.09,15.16,9170.23
2022-03-25 19:12:15.327094,27.02,99.09,16.22,8715.45
2022-03-25 19:12:25.357958,27.08,99.09,16.40,8521.46
2022-03-25 19:12:35.389238,27.05,99.09,15.90,8414.44
2022-03-25 19:12:45.405336,27.05,99.09,15.99,8029.96
2022-03-25 19:12:55.436660,26.92,99.09,15.63,8271.61
2022-03-25 19:13:05.467939,26.96,99.10,15.53,8487.73
2022-03-25 19:13:15.483924,26.98,99.09,15.68,8290.80
2022-03-25 19:13:25.515221,27.05,99.09,15.81,8220.86
2022-03-25 19:13:35.546539,27.11,99.09,15.88,8170.73
2022-03-25 19:13:45.577891,27.08,99.09,15.45,8434.30
2022-03-25 19:13:55.593845,27.03,99.09,14.62,8925.89
2022-03-25 19:14:05.625098,27.05,99.09,14.97,8624.30
2022-03-25 19:14:15.656032,27.13,99.09,15.73,8176.96
2022-03-25 19:14:25.672349,27.20,99.09,16.72,7847.73
2022-03-25 19:14:35.703697,27.25,99.09,16.75,7830.53
2022-03-25 19:14:45.734765,27.32,99.09,16.47,7830.53
2022-03-25 19:14:55.766203,27.39,99.10,16.73,7668.10
2022-03-25 19:15:05.782285,27.28,99.10,15.98,7934.86
2022-03-25 19:15:15.813356,27.18,99.09,15.39,8316.52
2022-03-25 19:15:25.844717,27.20,99.09,14.83,8758.17
2022-03-25 19:15:35.860896,27.19,99.09,15.02,8751.02
2022-03-25 19:15:45.892218,27.17,99.09,15.03,8896.27
2022-03-25 19:15:55.923362,27.14,99.09,14.70,9092.45
2022-03-25 19:16:05.938770,27.24,99.09,15.89,8852.19
2022-03-25 19:16:15.969617,27.25,99.09,15.82,8779.69
2022-03-25 19:16:26.000520,27.28,99.09,15.81,8808.55
2022-03-25 19:16:36.031926,27.33,99.09,16.06,8715.45
2022-03-25 19:16:46.048099,27.38,99.09,16.01,8487.73
2022-03-25 19:16:56.079511,27.29,99.09,15.33,8715.45
2022-03-25 19:17:06.110770,27.24,99.09,14.97,8866.83
2022-03-25 19:17:16.126649,27.19,99.09,14.63,9241.38
2022-03-25 19:17:26.158069,27.25,99.09,15.08,9123.40
2022-03-25 19:17:36.189187,27.32,99.09,15.12,8940.78
2022-03-25 19:17:46.220307,27.40,99.09,15.63,8501.19
2022-03-25 19:17:56.236707,27.49,99.09,16.00,8220.86
2022-03-25 19:18:06.268013,27.60,99.09,16.14,8152.09
2022-03-25 19:18:16.299345,27.59,99.09,15.55,8368.46
2022-03-25 19:18:26.315382,27.55,99.09,14.65,8694.24
2022-03-25 19:18:36.346366,27.56,99.09,14.50,8859.50
2022-03-25 19:18:46.377815,27.64,99.09,15.17,8708.37
2022-03-25 19:18:56.393740,27.71,99.09,15.78,8481.01
2022-03-25 19:19:06.425342,27.72,99.09,15.19,8569.14
2022-03-25 19:19:16.456320,27.75,99.09,15.03,8555.47
2022-03-25 19:19:26.487538,27.82,99.09,15.32,8407.84
2022-03-25 19:19:36.503836,27.86,99.09,16.32,8164.51
2022-03-25 19:19:46.535119,27.73,99.09,15.22,8481.01
2022-03-25 19:19:56.566718,27.68,99.09,14.50,8758.17
2022-03-25 19:20:06.582277,27.63,99.09,14.30,8955.72
2022-03-25 19:20:16.613753,27.58,99.09,14.24,9054.05
2022-03-25 19:20:26.644705,27.55,99.08,14.03,9249.35
2022-03-25 19:20:36.675825,27.59,99.09,14.32,9115.65
2022-03-25 19:20:46.692080,27.66,99.09,14.98,8830.31
2022-03-25 19:20:56.723344,27.70,99.08,15.11,8844.88
2022-03-25 19:21:06.754553,27.68,99.08,14.64,8978.22
2022-03-25 19:21:16.770712,27.67,99.08,14.43,9069.37
2022-03-25 19:21:26.801442,27.68,99.08,14.50,9107.90
2022-03-25 19:21:36.832908,27.68,99.08,14.17,9305.56
2022-03-25 19:21:46.864168,27.68,99.09,14.27,9265.34
2022-03-25 19:21:56.880524,27.67,99.09,14.92,9061.71
2022-03-25 19:22:06.911495,27.59,99.09,14.77,9023.57
2022-03-25 19:22:16.942453,27.50,99.09,14.81,9061.71
2022-03-25 19:22:26.958877,27.37,99.09,14.91,9170.23
2022-03-25 19:22:36.989779,27.29,99.09,14.90,9123.40
2022-03-25 19:22:47.021085,27.26,99.09,14.74,9281.38
2022-03-25 19:22:57.052334,27.33,99.08,15.19,8970.71
2022-03-25 19:23:07.068680,27.32,99.08,15.03,9046.41
2022-03-25 19:23:17.099774,27.29,99.08,14.40,9233.42
2022-03-25 19:23:27.131061,27.29,99.08,14.01,9411.76
2022-03-25 19:23:37.147409,27.31,99.08,13.87,9640.29
2022-03-25 19:23:47.178700,27.32,99.08,13.96,9554.37
2022-03-25 19:23:57.209993,27.31,99.09,14.42,9503.55
2022-03-25 19:24:07.240777,27.26,99.08,14.77,9362.45
2022-03-25 19:24:17.257335,27.20,99.08,14.52,9469.96
2022-03-25 19:24:27.288616,27.18,99.08,13.99,9834.86
2022-03-25 19:24:37.319724,27.21,99.08,14.48,9461.61
2022-03-25 19:24:47.336024,27.25,99.08,15.27,9115.65
2022-03-25 19:24:57.367408,27.26,99.08,14.97,9346.12
2022-03-25 19:25:07.398463,27.20,99.08,14.95,8823.04
2022-03-25 19:25:17.429625,27.18,99.08,15.37,8401.25
2022-03-25 19:25:27.445645,27.17,99.08,15.70,8342.41
2022-03-25 19:25:37.476754,27.16,99.08,15.16,8596.63
2022-03-25 19:25:47.508198,27.07,99.08,14.74,9146.76
2022-03-25 19:25:57.524332,27.01,99.08,14.32,9370.63
2022-03-25 19:26:07.555350,26.96,99.08,14.07,9683.83
2022-03-25 19:26:17.586228,26.99,99.08,13.95,10103.68
2022-03-25 19:26:27.617165,27.03,99.08,14.08,9990.68
2022-03-25 19:26:37.633428,27.06,99.07,14.15,10046.86
2022-03-25 19:26:47.664519,27.11,99.07,14.58,9880.18
2022-03-25 19:26:57.695848,27.15,99.07,14.92,9648.96
2022-03-25 19:27:07.712195,27.21,99.07,15.16,9420.04
2022-03-25 19:27:17.743082,27.26,99.08,15.23,9337.98
2022-03-25 19:27:27.774544,27.30,99.07,15.64,9015.98
2022-03-25 19:27:37.790903,27.36,99.07,15.39,9138.96
2022-03-25 19:27:47.822090,27.38,99.07,14.76,9225.47
2022-03-25 19:27:57.853342,27.40,99.07,14.88,9193.83
2022-03-25 19:28:07.884523,27.32,99.07,14.66,9193.83
2022-03-25 19:28:17.900503,27.28,99.07,14.96,8562.30
2022-03-25 19:28:27.931767,27.27,99.07,15.35,8258.86
2022-03-25 19:28:37.962873,27.28,99.07,15.58,8102.80
2022-03-25 19:28:47.978877,27.28,99.07,15.57,8072.29
2022-03-25 19:28:58.009952,27.24,99.07,15.27,8297.21
2022-03-25 19:29:08.041086,27.27,99.07,14.98,8427.67
2022-03-25 19:29:18.072087,27.28,99.07,15.30,8414.44
2022-03-25 19:29:28.088571,27.27,99.07,16.17,8152.09
2022-03-25 19:29:38.119727,27.23,99.07,15.87,8201.99
2022-03-25 19:29:48.151127,27.33,99.07,16.68,7988.08
2022-03-25 19:29:58.167549,27.43,99.07,16.67,7917.28
2022-03-25 19:30:08.198325,27.48,99.07,16.72,7745.67
2022-03-25 19:30:18.228560,27.46,99.07,16.03,7982.13
2022-03-25 19:30:28.259933,27.53,99.06,15.94,7911.44
2022-03-25 19:30:38.276300,27.62,99.07,16.09,7847.73
2022-03-25 19:30:48.307325,27.68,99.06,16.88,7538.68
2022-03-25 19:30:58.338574,27.87,99.07,17.13,7248.14
2022-03-25 19:31:08.354652,27.77,99.07,17.06,7292.52
2022-03-25 19:31:18.385804,27.49,99.07,15.62,7712.23
2022-03-25 19:31:28.417129,27.54,99.06,15.51,8017.95
2022-03-25 19:31:38.448346,27.50,99.06,15.40,8170.73
2022-03-25 19:31:48.464545,27.48,99.07,15.49,8252.50
2022-03-25 19:31:58.495370,27.40,99.07,15.24,8368.46
2022-03-25 19:32:08.526188,27.23,99.06,14.85,8680.16
2022-03-25 19:32:18.542261,27.19,99.07,14.72,8772.50
2022-03-25 19:32:28.573596,27.21,99.07,14.99,8801.31
2022-03-25 19:32:38.604292,27.29,99.07,16.03,8454.26
2022-03-25 19:32:48.620760,27.28,99.06,15.78,8394.67
2022-03-25 19:32:58.652146,27.31,99.07,15.01,8582.87
2022-03-25 19:33:08.683089,27.41,99.06,16.35,8290.80
2022-03-25 19:33:18.713913,27.44,99.07,16.51,8078.37
2022-03-25 19:33:28.730244,27.39,99.06,15.86,8164.51
2022-03-25 19:33:38.761829,27.39,99.07,15.65,8271.61
2022-03-25 19:33:48.793132,27.37,99.06,15.60,8201.99
2022-03-25 19:33:58.809258,27.37,99.06,15.59,8284.39
2022-03-25 19:34:08.840169,27.43,99.06,16.01,8195.72
2022-03-25 19:34:18.871332,27.45,99.06,15.75,8322.98
2022-03-25 19:34:28.902083,27.43,99.06,14.94,8610.44
2022-03-25 19:34:38.918110,27.43,99.06,14.66,8837.59
2022-03-25 19:34:48.949359,27.42,99.06,14.71,9000.84
2022-03-25 19:34:58.980275,27.43,99.06,14.92,8970.71
2022-03-25 19:35:08.996541,27.42,99.06,14.83,8985.75
2022-03-25 19:35:19.027610,27.42,99.06,15.02,8940.78
2022-03-25 19:35:29.058494,27.41,99.06,15.07,8940.78
2022-03-25 19:35:39.089687,27.43,99.06,14.77,9241.38
2022-03-25 19:35:49.106037,27.44,99.06,14.77,9170.23
2022-03-25 19:35:59.137314,27.51,99.06,15.43,8765.33
2022-03-25 19:36:09.168538,27.57,99.06,16.33,8434.30
2022-03-25 19:36:19.184501,27.59,99.06,16.97,7988.08
2022-03-25 19:36:29.215963,27.52,99.06,15.48,8361.93
2022-03-25 19:36:39.247283,27.46,99.06,15.26,8555.47
2022-03-25 19:36:49.263657,27.47,99.06,15.79,8316.52
2022-03-25 19:36:59.294845,27.41,99.06,15.80,8048.05
2022-03-25 19:37:09.325929,27.39,99.06,15.67,7779.39
2022-03-25 19:37:19.357088,27.44,99.06,15.73,7762.49
2022-03-25 19:37:29.373212,27.42,99.06,15.75,7717.78
2022-03-25 19:37:39.404629,27.35,99.05,15.94,7723.34
2022-03-25 19:37:49.435730,27.27,99.05,16.13,7684.59
2022-03-25 19:37:59.466948,27.27,99.05,16.14,7597.45
2022-03-25 19:38:09.482902,27.31,99.05,15.91,7575.97
2022-03-25 19:38:19.513620,27.38,99.05,16.13,7592.07
