dateTime,Temperature,Pressure,Humidity
2022-03-25 19:09:33.986623,29.920000076293945,994.6599731445312,10.0
2022-03-25 19:18:23.028530,29.290000915527344,994.47998046875,11.0
2022-03-25 19:20:30.083059,29.219999313354492,994.4000244140625,10.0
2022-03-25 19:27:47.105212,28.299999237060547,994.3699951171875,10.0
2022-03-25 19:29:54.166250,29.100000381469727,994.3800048828125,11.0
2022-03-25 19:38:09.201685,29.3799991607666,994.2899780273438,11.0
2022-03-25 19:40:16.251138,29.690000534057617,994.27001953125,9.0
2022-03-25 19:48:19.293541,29.350000381469727,994.1099853515625,10.0
2022-03-25 19:50:26.341938,29.889999389648438,994.1400146484375,10.0
2022-03-25 20:03:39.357557,31.260000228881836,994.1199951171875,8.0
2022-03-25 20:05:46.396743,29.700000762939453,994.0599975585938,9.0
2022-03-25 20:10:21.365986,29.559999465942383,993.8800048828125,10.0
2022-03-25 20:12:28.420172,29.459999084472656,993.8300170898438,10.0
2022-03-25 20:26:42.394827,29.139999389648438,993.6400146484375,10.0
2022-03-25 20:31:07.437508,28.969999313354492,993.5900268554688,10.0
2022-03-25 20:33:14.480444,28.889999389648438,993.5399780273438,11.0
2022-03-25 20:41:30.505940,29.979999542236328,993.4000244140625,10.0
2022-03-25 20:43:37.565109,29.90999984741211,993.3200073242188,10.0
