dateTime,Temperature,Pressure,Humidity
2022-03-25 19:12:31.718988,29.25,993.1799926757812,13.0
2022-03-25 19:16:50.114912,28.06999969482422,993.1900024414062,13.0
2022-03-25 19:24:47.931540,27.93000030517578,993.02001953125,13.0
2022-03-25 19:28:41.342626,27.899999618530273,993.030029296875,13.0
2022-03-25 19:31:53.767859,28.440000534057617,992.9299926757812,15.0
2022-03-25 19:36:50.171165,28.899999618530273,992.9199829101562,13.0
2022-03-25 19:39:43.583910,29.299999237060547,992.9000244140625,13.0
2022-03-25 19:43:13.996822,29.270000457763672,992.8200073242188,12.0
2022-03-25 19:47:52.418771,29.280000686645508,992.72998046875,13.0
2022-03-25 19:51:20.829553,29.8700008392334,992.72998046875,11.0
2022-03-25 19:55:06.246916,29.84000015258789,992.6599731445312,14.0
2022-03-25 19:58:50.673736,30.1299991607666,992.6699829101562,14.0
2022-03-25 20:02:43.093796,30.860000610351562,992.6500244140625,12.0
2022-03-25 20:15:08.340880,29.959999084472656,992.4299926757812,11.0
2022-03-25 20:18:51.776647,29.799999237060547,992.4600219726562,12.0
2022-03-25 20:22:08.212807,30.0,992.3099975585938,12.0
2022-03-25 20:27:16.649930,29.389999389648438,992.219970703125,12.0
2022-03-25 20:31:20.091043,29.0,992.1799926757812,12.0
2022-03-25 20:38:35.993585,29.450000762939453,992.0499877929688,12.0
2022-03-25 20:42:45.445981,29.670000076293945,991.9400024414062,13.0
