dateTime,temperature,pressure,humidity,gas
2022-03-25 19:09:31.940605,25.12,99.45,12.68,11715.85
2022-03-25 19:09:42.085925,25.14,99.45,12.69,11741.51
2022-03-25 19:09:52.246763,25.16,99.45,12.71,11741.51
2022-03-25 19:10:02.391901,25.17,99.45,12.73,11793.18
2022-03-25 19:10:12.552525,25.18,99.45,12.78,11703.06
2022-03-25 19:10:22.697882,25.19,99.45,12.71,11845.30
2022-03-25 19:10:32.858679,25.21,99.44,12.69,11793.18
2022-03-25 19:10:43.003928,25.21,99.44,12.71,11845.30
2022-03-25 19:10:53.164682,25.22,99.44,12.73,11858.41
2022-03-25 19:11:03.310170,25.23,99.44,12.73,11767.29
2022-03-25 19:11:13.470770,25.20,99.44,12.72,11780.22
2022-03-25 19:11:23.616080,25.20,99.44,12.66,11884.70
2022-03-25 19:11:33.776767,25.21,99.44,12.65,12031.43
2022-03-25 19:11:43.922051,25.22,99.44,12.72,12058.49
2022-03-25 19:11:54.082816,25.23,99.44,12.85,11884.70
2022-03-25 19:12:04.228197,25.23,99.44,13.00,11819.18
2022-03-25 19:12:14.388920,25.24,99.44,13.10,11937.64
2022-03-25 19:12:24.534281,25.26,99.44,12.99,12072.07
2022-03-25 19:12:34.695069,25.27,99.44,12.99,11911.11
2022-03-25 19:12:44.840370,25.27,99.44,13.00,11964.29
2022-03-25 19:12:55.001178,25.29,99.44,13.02,11793.18
2022-03-25 19:13:05.146636,25.28,99.44,12.98,11924.36
2022-03-25 19:13:15.307374,25.30,99.44,12.88,12017.94
2022-03-25 19:13:25.452701,25.28,99.44,12.96,11937.64
2022-03-25 19:13:35.613472,25.31,99.44,13.03,11884.70
2022-03-25 19:13:45.758862,25.31,99.44,13.12,11806.17
2022-03-25 19:13:55.904140,25.33,99.44,13.17,11806.17
2022-03-25 19:14:06.064876,25.33,99.44,13.24,11754.39
2022-03-25 19:14:16.210209,25.32,99.44,13.20,11871.54
2022-03-25 19:14:26.370818,25.33,99.44,13.19,11950.95
2022-03-25 19:14:36.516237,25.33,99.44,13.15,11950.95
2022-03-25 19:14:46.676971,25.29,99.44,12.99,12251.43
2022-03-25 19:14:56.822345,25.26,99.44,12.90,12436.20
2022-03-25 19:15:06.982946,25.24,99.44,12.86,12567.41
2022-03-25 19:15:17.128370,25.24,99.44,12.80,12582.16
2022-03-25 19:15:27.289159,25.24,99.44,12.89,12538.01
2022-03-25 19:15:37.434368,25.25,99.44,13.02,12567.41
2022-03-25 19:15:47.595149,25.24,99.44,12.99,12407.41
2022-03-25 19:15:57.740508,25.23,99.43,12.86,12671.39
2022-03-25 19:16:07.901351,25.21,99.44,12.74,12884.62
2022-03-25 19:16:18.047027,25.21,99.44,12.65,12946.86
