dateTime,Temperature,Pressure,Humidity
2022-03-25 19:17:41.125562,28.600000381469727,994.3800048828125,11.0
2022-03-25 19:19:48.174983,29.1200008392334,994.3400268554688,10.0
2022-03-25 19:40:21.185744,29.280000686645508,994.1599731445312,10.0
2022-03-25 19:42:28.235954,29.020000457763672,994.1199951171875,11.0
2022-03-25 19:52:22.651963,30.56999969482422,993.8900146484375,10.0
2022-03-25 19:54:29.706321,30.43000030517578,993.8400268554688,11.0
2022-03-25 20:02:50.103400,30.770000457763672,993.9099731445312,12.0
2022-03-25 20:04:57.141066,30.6200008392334,993.8599853515625,9.0
2022-03-25 20:15:38.516605,29.149999618530273,993.7100219726562,10.0
2022-03-25 20:17:45.565943,28.93000030517578,993.6900024414062,11.0
2022-03-25 20:25:45.028921,29.3799991607666,993.47998046875,10.0
2022-03-25 20:27:52.071108,28.850000381469727,993.5,11.0
2022-03-25 20:37:32.579078,30.360000610351562,993.239990234375,10.0
2022-03-25 20:39:39.613630,30.139999389648438,993.1599731445312,10.0
